generation,N_shifts,logPrior,logLik,eventRate,acceptRate
8766000,0,-2.09214,-76.1287,0.0906981,0.4456
8767000,0,-3.41224,-75.8889,0.0653337,0.4538
8768000,1,-5.58606,-74.3548,0.527457,0.39
8769000,0,-2.42736,-77.0147,0.122565,0.4005
8770000,0,-2.21787,-75.8456,0.532068,0.418
8771000,0,-3.18729,-75.367,0.105529,0.413
8772000,0,-4.02603,-76.2279,0.120895,0.417
8773000,0,-3.6677,-76.3103,0.69735,0.563
8774000,0,-2.53509,-74.288,0.261659,0.421857
8775000,0,-2.56596,-75.083,0.553452,0.436727
8776000,0,-3.05279,-74.0312,0.601356,0.42
8777000,0,-2.31241,-76.403,0.114403,0.43
8778000,1,-8.9529,-76.7083,1.7268,0.40575
8779000,0,-2.69194,-75.3614,0.44302,0.395167
8780000,0,-1.95476,-76.6711,0.0608178,0.427333
8781000,0,-1.8347,-77.7785,0.0779414,0.3935
8782000,1,-6.14214,-75.7005,1.14364,0.4165
8783000,0,-2.30636,-75.1786,0.116092,0.3905
8784000,0,-3.3,-77.3377,0.320519,0.4785
8785000,0,-2.15174,-75.0826,0.483102,0.395
8786000,1,-5.89236,-74.9881,1.27557,0.428875
8787000,0,-2.28725,-76.2626,0.47883,0.46
8788000,0,-2.31803,-75.4095,0.134635,0.421
8789000,0,-2.45574,-76.3907,0.607684,0.373
8790000,0,-2.77405,-75.6692,1.11515,0.425
8791000,0,-2.84579,-76.7395,0.916384,0.423
8792000,0,-2.76606,-78.1325,0.82948,0.4365
8793000,0,-3.18819,-75.5063,0.0624798,0.429
8794000,0,-3.26382,-77.3556,0.0625402,0.4256
8795000,0,-1.81203,-75.638,0.0133189,0.418
8796000,1,-7.81497,-77.4436,0.45669,0.4114
8797000,0,-3.31995,-77.275,1.13465,0.46825
8798000,0,-2.67434,-75.4181,0.309482,0.388
8799000,0,-2.46218,-75.5854,0.353772,0.38
8800000,0,-3.3752,-75.4691,0.179581,0.447
8801000,0,-1.8924,-75.2199,0.00428786,0.426687
8802000,0,-3.14755,-74.6934,0.585743,0.3955
8803000,0,-2.83734,-74.4206,0.194987,0.392
8804000,0,-2.6764,-75.9055,0.541294,0.3994
8805000,0,-2.21847,-75.0021,0.0406406,0.4195
8806000,0,-2.49574,-74.4146,0.558562,0.383
8807000,0,-3.64328,-74.3438,0.909027,0.412
8808000,0,-2.37389,-76.069,0.651916,0.393
8809000,0,-3.2104,-74.8968,0.487529,0.412333
8810000,0,-2.56886,-75.3183,0.827716,0.413
8811000,0,-2.58342,-76.7216,0.295775,0.443
8812000,0,-2.73232,-77.9305,0.405829,0.402
8813000,0,-2.07955,-74.7602,0.253845,0.376
8814000,0,-2.67028,-76.2911,0.319105,0.424167
8815000,0,-2.91181,-75.5201,0.214204,0.459
8816000,0,-3.25164,-75.336,1.54762,0.417
8817000,0,-1.84164,-76.3443,0.0675206,0.442
8818000,0,-2.73331,-76.8542,0.006511,0.418214
8819000,0,-2.00793,-76.0677,0.243538,0.4346
8820000,0,-2.02369,-76.1137,0.30713,0.42904
8821000,0,-3.47602,-77.5916,0.8689,0.404
8822000,0,-2.81085,-75.1522,0.156767,0.389
8823000,0,-1.83756,-76.9037,0.112928,0.401
8824000,0,-2.18052,-74.9585,0.240378,0.486
8825000,0,-2.83813,-74.4982,0.821757,0.414833
8826000,0,-3.36037,-74.5231,0.945281,0.437
8827000,0,-2.30543,-76.8956,0.551121,0.4256
8828000,0,-2.34177,-76.9594,0.10066,0.424
8829000,0,-2.43363,-75.4397,0.107524,0.514
8830000,1,-5.68166,-76.989,0.851584,0.446833
8831000,0,-3.3995,-74.7124,0.318689,0.448
8832000,0,-3.33183,-75.9779,0.35296,0.411
8833000,0,-2.90745,-74.4587,0.377707,0.457
8834000,0,-3.653,-74.7008,1.14132,0.437
8835000,0,-2.05638,-79.1778,0.206892,0.405
8836000,0,-2.36712,-84.044,0.303126,0.395
8837000,0,-2.51589,-74.4865,0.233362,0.429125
8838000,1,-6.10629,-75.7565,0.61039,0.47
8839000,0,-3.34059,-76.2972,0.661135,0.423
8840000,0,-3.40266,-74.9865,0.361936,0.464
8841000,0,-2.86404,-75.6936,0.763294,0.4328
8842000,0,-2.3905,-76.1675,0.0409772,0.455
8843000,0,-4.3738,-77.7236,0.419052,0.41
8844000,0,-3.82825,-80.1133,0.536041,0.421375
8845000,0,-3.70006,-74.0752,1.67174,0.4246
8846000,0,-1.82181,-75.2372,0.0404582,0.413667
8847000,0,-3.13456,-74.6701,1.1733,0.432
8848000,0,-1.84733,-74.6488,0.124905,0.42225
8849000,0,-3.1989,-75.4373,0.165188,0.423636
8850000,0,-3.40762,-76.8791,0.210519,0.386333
8851000,0,-3.044,-74.9256,0.0867113,0.417
8852000,0,-3.64387,-74.7674,0.431518,0.41
8853000,0,-2.73751,-74.4262,0.355365,0.3985
8854000,0,-1.74443,-76.6108,0.0368872,0.412556
8855000,0,-2.54191,-74.4475,0.693537,0.441
8856000,0,-1.96499,-74.8626,0.0141014,0.443
8857000,0,-1.94406,-77.0867,0.19661,0.403
8858000,0,-2.13422,-75.6808,0.42995,0.363
8859000,0,-3.48419,-75.3224,0.902353,0.408727
8860000,0,-2.12009,-76.2034,0.124789,0.383
8861000,0,-2.57018,-75.7572,0.403284,0.418571
8862000,0,-4.76735,-74.7766,2.28594,0.421286
8863000,0,-3.52985,-77.4249,0.0385372,0.412
8864000,0,-2.74197,-74.7594,0.138476,0.41425
8865000,0,-1.82257,-74.713,0.110302,0.41
8866000,0,-3.60022,-75.2936,1.14455,0.394
8867000,0,-2.98889,-77.4594,0.979941,0.477
8868000,0,-3.22822,-75.6952,0.807775,0.352
8869000,0,-2.69219,-74.5473,0.574623,0.413
8870000,0,-2.78184,-74.0485,0.418099,0.419333
8871000,0,-3.23658,-75.1571,0.615965,0.4095
8872000,0,-2.86431,-74.9375,0.557619,0.4176
8873000,0,-2.7114,-76.0048,0.75687,0.38
8874000,1,-6.62033,-75.9946,0.788801,0.425
8875000,0,-2.37168,-74.8808,0.515801,0.419667
8876000,0,-2.22478,-77.1083,0.203017,0.406167
8877000,0,-2.67146,-74.6225,0.120525,0.413
8878000,0,-2.36437,-74.786,0.336982,0.405
8879000,0,-3.34367,-76.3047,0.745985,0.4025
8880000,0,-2.74893,-76.6573,0.382319,0.41
8881000,0,-3.09339,-75.292,0.827404,0.391
8882000,0,-2.50412,-75.9285,0.535718,0.398
8883000,1,-6.21778,-78.8764,1.01906,0.3965
8884000,0,-2.42815,-79.4382,0.488256,0.4275
8885000,0,-3.56655,-75.2051,0.499265,0.442
8886000,0,-2.7683,-75.778,1.04774,0.449
8887000,0,-2.14097,-76.1867,0.504129,0.45
8888000,0,-2.13575,-79.0323,0.0908918,0.414133
8889000,0,-2.8598,-75.1907,0.0510479,0.438
8890000,0,-3.10781,-74.5922,0.468615,0.397
8891000,0,-2.77024,-79.6981,0.077175,0.445333
8892000,0,-3.7287,-75.1548,0.955507,0.396
8893000,0,-2.99189,-75.5317,0.398455,0.434
8894000,0,-2.93009,-75.4288,0.712997,0.391
8895000,0,-3.12455,-75.7553,0.438114,0.4275
8896000,0,-3.97229,-74.3958,2.0267,0.435
8897000,0,-2.73666,-74.7183,0.371453,0.424667
8898000,1,-4.81665,-75.4666,0.380237,0.408
8899000,0,-2.59375,-74.4026,0.193962,0.433571
8900000,0,-3.69101,-75.8075,0.152027,0.406
8901000,0,-3.77588,-74.7329,1.68015,0.423
8902000,0,-1.98521,-77.4139,0.0153904,0.404
8903000,1,-5.35381,-79.0523,0.888714,0.422429
8904000,0,-1.96033,-77.7548,0.107534,0.399
8905000,0,-2.84177,-74.6304,0.926448,0.454
8906000,0,-2.04739,-74.237,0.051292,0.416
8907000,0,-2.0638,-76.8053,0.0932097,0.421083
8908000,0,-2.98723,-77.0314,0.118237,0.420167
8909000,0,-3.99432,-74.4271,1.08847,0.413818
8910000,0,-3.93494,-82.4339,0.735561,0.388
8911000,0,-2.92488,-75.0529,0.049598,0.397
8912000,0,-3.06837,-74.3207,0.40917,0.41
8913000,0,-2.31572,-74.3258,0.0358515,0.447
8914000,0,-2.95813,-80.0647,0.021484,0.405
8915000,1,-6.86381,-74.661,0.362789,0.432
8916000,0,-2.28742,-75.2487,0.428611,0.400875
8917000,1,-7.04897,-74.9233,2.15227,0.456
8918000,0,-1.91506,-77.0268,0.182409,0.449
8919000,0,-2.38518,-78.0358,0.439088,0.385
8920000,0,-3.2886,-76.2684,1.11911,0.453
8921000,0,-3.32546,-80.6729,0.831008,0.396
8922000,0,-3.91842,-76.4039,1.69226,0.409778
8923000,0,-3.86854,-75.078,0.73757,0.498
8924000,0,-3.50877,-75.0596,1.31714,0.474
8925000,0,-3.37945,-76.2935,0.748269,0.415895
8926000,0,-2.17921,-74.6497,0.119693,0.413667
8927000,0,-3.02035,-75.3392,0.531632,0.4165
8928000,0,-3.09859,-75.2314,0.819406,0.448
8929000,0,-3.90379,-75.8984,0.915111,0.4132
8930000,0,-2.66964,-76.6602,0.116635,0.401
8931000,0,-1.92326,-76.0806,0.229632,0.4112
8932000,0,-2.43918,-78.166,0.68729,0.42
8933000,0,-1.97278,-77.8992,0.261096,0.4102
8934000,0,-2.59548,-75.1802,0.0660818,0.402
8935000,0,-2.9245,-75.5638,0.884745,0.386
8936000,0,-2.24845,-74.345,0.272615,0.3955
8937000,1,-5.16335,-75.5611,1.10288,0.411
8938000,0,-2.04848,-75.3971,0.211174,0.434
8939000,0,-1.99769,-74.8683,0.221604,0.41
8940000,1,-6.6453,-75.0675,2.24948,0.4117
8941000,0,-1.80397,-77.3334,0.129795,0.452167
8942000,1,-5.25818,-74.4667,1.22643,0.423444
8943000,0,-2.24177,-75.1564,0.417869,0.425
8944000,0,-2.35484,-74.3662,0.237314,0.4376
8945000,0,-4.31662,-75.037,1.4544,0.414
8946000,0,-3.52894,-74.4387,1.5345,0.449
8947000,0,-3.0946,-77.5866,0.713155,0.373
8948000,0,-2.48802,-76.8311,0.377452,0.417167
8949000,0,-2.71937,-76.6656,0.811172,0.399
8950000,0,-2.7044,-75.601,0.0630822,0.434333
8951000,0,-2.11828,-75.411,0.0431308,0.397
8952000,0,-3.09647,-74.722,0.725662,0.409818
8953000,0,-3.26763,-77.9291,0.0975905,0.395
8954000,0,-3.61775,-76.1748,1.91314,0.385
8955000,1,-7.78511,-76.2057,0.271281,0.4545
8956000,0,-2.88113,-74.7686,0.33619,0.452
8957000,0,-2.24431,-74.3106,0.22854,0.476667
8958000,0,-2.63144,-74.195,0.192427,0.39
8959000,0,-2.65316,-73.9739,0.320352,0.403
8960000,0,-2.27787,-74.848,0.252823,0.427364
8961000,0,-2.30516,-76.2483,0.031621,0.3975
8962000,0,-2.32811,-74.4231,0.445028,0.375
8963000,0,-3.97365,-78.4097,0.837405,0.417737
8964000,0,-2.4246,-77.6144,0.681018,0.477
8965000,0,-3.76811,-77.243,0.265359,0.411667
8966000,0,-2.04577,-74.3027,0.0920526,0.398
8967000,0,-2.3419,-75.7389,0.144523,0.393
8968000,0,-2.49262,-74.9598,0.446251,0.4075
8969000,0,-2.33398,-74.2925,0.232654,0.414
8970000,1,-6.75547,-76.0276,0.776787,0.421
8971000,0,-1.79976,-75.4642,0.00369382,0.467
8972000,0,-2.49593,-76.3117,0.595616,0.409125
8973000,0,-1.81584,-76.9363,0.0951412,0.4305
8974000,0,-2.67935,-74.619,0.42092,0.438
8975000,0,-2.35126,-76.0024,0.0152353,0.395
8976000,0,-4.25859,-74.8798,1.47255,0.413556
8977000,0,-3.08945,-74.2315,0.718629,0.361
8978000,0,-3.14106,-74.5189,0.296775,0.404
8979000,0,-2.21097,-74.5915,0.402039,0.484
8980000,0,-3.00439,-74.4065,0.685893,0.394
8981000,0,-2.69325,-75.5943,0.473371,0.4163
8982000,0,-3.31146,-76.9393,0.233542,0.383
8983000,0,-2.71632,-74.8494,0.526588,0.408
8984000,0,-3.89155,-77.0672,0.577439,0.44
8985000,0,-2.18437,-74.6022,0.210775,0.369
8986000,0,-2.07062,-77.0847,0.127347,0.423
8987000,0,-3.07175,-77.6721,0.482506,0.418583
8988000,0,-2.83904,-74.5465,0.152244,0.402
8989000,0,-1.88723,-77.3742,0.0252262,0.389
8990000,0,-2.01344,-74.7758,0.225405,0.426
8991000,0,-2.0375,-75.6265,0.00952301,0.395
8992000,0,-2.19888,-74.6892,0.181468,0.395833
8993000,0,-4.44517,-74.6549,1.65357,0.3805
8994000,0,-2.2174,-75.9782,0.225939,0.417
8995000,0,-2.9117,-74.2382,0.934273,0.415
8996000,0,-4.20018,-74.7278,1.24413,0.413632
8997000,0,-2.34241,-76.1434,0.159107,0.377
8998000,0,-1.89417,-75.2762,0.159761,0.418
8999000,0,-4.01443,-75.2025,1.52578,0.403
9000000,0,-2.42527,-74.0699,0.323478,0.3982
9001000,0,-5.77584,-75.2166,4.06061,0.3955
9002000,0,-2.54162,-77.0351,0.776337,0.412
9003000,0,-3.02295,-76.9081,0.257982,0.396333
9004000,0,-2.8217,-74.6864,0.724361,0.4005
9005000,0,-2.45333,-76.5532,0.247498,0.395
9006000,0,-5.4786,-76.856,1.61782,0.477
9007000,0,-5.23618,-77.6164,0.37269,0.42175
9008000,0,-3.50523,-75.2175,1.0357,0.4079
9009000,0,-2.65416,-76.0988,0.0835401,0.414667
9010000,0,-2.18723,-74.5258,0.127015,0.436
9011000,0,-4.00441,-77.6372,1.77796,0.408
9012000,0,-2.3175,-75.5598,0.588441,0.4338
9013000,1,-6.47511,-75.6493,0.604746,0.4242
9014000,0,-2.36672,-74.1185,0.116331,0.463
9015000,0,-2.24599,-76.8581,0.274206,0.491
9016000,0,-2.66474,-74.7352,0.87613,0.439583
9017000,0,-2.96423,-76.5185,0.596807,0.419
9018000,0,-2.06095,-74.6141,0.250992,0.399
9019000,0,-3.03783,-74.8216,0.337363,0.4375
9020000,0,-2.30879,-74.3266,0.137808,0.422
9021000,0,-3.02499,-75.2806,0.0302275,0.41
9022000,0,-3.18562,-75.8056,0.165752,0.445364
9023000,0,-3.40854,-75.1222,1.33946,0.39
9024000,0,-2.73532,-75.3662,0.577328,0.409778
9025000,1,-6.56479,-75.9476,0.489619,0.41125
9026000,0,-3.83,-75.627,0.121226,0.449
9027000,0,-3.52638,-74.6555,0.482618,0.567
9028000,0,-2.28351,-75.057,0.0717273,0.368
9029000,0,-2.17844,-75.9246,0.0549304,0.39
9030000,0,-2.76377,-74.6292,0.568112,0.453571
9031000,3,-16.7234,-76.0228,3.06319,0.431
9032000,1,-6.99274,-76.9922,1.61486,0.427214
9033000,0,-2.92506,-74.5188,0.429059,0.491
9034000,0,-2.18232,-75.1261,0.303028,0.4487
9035000,0,-2.10275,-76.7884,0.299917,0.39
9036000,0,-2.71144,-75.3875,0.563095,0.406333
9037000,0,-2.58888,-74.9809,0.273923,0.412
9038000,0,-2.3296,-75.0666,0.0638393,0.421429
9039000,0,-2.25188,-77.1204,0.0619586,0.399
9040000,0,-2.20432,-76.2341,0.451935,0.399333
9041000,0,-2.2231,-76.312,0.21107,0.43025
9042000,2,-9.37935,-76.222,0.395812,0.396429
9043000,0,-4.38838,-75.664,1.13032,0.4
9044000,0,-1.99595,-75.9344,0.102576,0.439
9045000,0,-2.55455,-74.466,0.130137,0.416167
9046000,0,-1.8841,-74.6057,0.063415,0.466
9047000,0,-3.4116,-78.9826,0.486216,0.471
9048000,0,-3.03448,-77.0508,0.0996081,0.42
9049000,0,-2.47129,-74.4416,0.168122,0.391
9050000,0,-5.22175,-74.3262,2.6951,0.38725
9051000,0,-4.1279,-76.1942,0.749868,0.459
9052000,0,-2.59658,-74.7978,0.427947,0.378667
9053000,0,-4.63409,-75.5542,2.58081,0.415
9054000,0,-2.39459,-74.9405,0.00508606,0.417857
9055000,0,-2.87341,-74.8724,0.539661,0.376
9056000,0,-2.83642,-77.0695,0.550172,0.372
9057000,1,-8.30106,-80.1852,0.335693,0.407
9058000,0,-3.85461,-79.6113,0.778446,0.447
9059000,0,-2.27915,-74.5182,0.279134,0.423167
9060000,1,-7.80227,-78.3664,0.420357,0.42225
9061000,0,-3.13436,-74.8355,0.953311,0.3925
9062000,2,-9.94038,-75.7165,1.56662,0.475
9063000,0,-2.64056,-75.4316,0.508636,0.4336
9064000,1,-7.48794,-76.124,0.581912,0.43325
9065000,0,-2.51773,-76.3445,0.094483,0.425
9066000,0,-2.75057,-76.5567,0.995565,0.417208
9067000,0,-3.44071,-74.9048,1.02591,0.378
9068000,0,-2.07152,-74.2482,0.0910162,0.4378
9069000,0,-2.64275,-74.8847,0.315343,0.406
9070000,0,-3.09443,-75.9684,1.34301,0.419
9071000,0,-2.79791,-74.8447,0.600161,0.43325
9072000,0,-2.67064,-74.4988,0.62249,0.411
9073000,0,-1.97227,-75.8631,0.265198,0.42875
9074000,0,-2.86485,-74.0818,0.357038,0.469
9075000,1,-5.91612,-77.0391,0.578319,0.4534
9076000,0,-2.94386,-74.5758,0.382509,0.433929
9077000,0,-3.5247,-75.9002,0.483792,0.369
9078000,0,-3.5993,-74.9668,1.76053,0.407
9079000,0,-2.66822,-74.1344,0.583588,0.434
9080000,0,-1.8901,-77.1299,0.0664481,0.391
9081000,0,-2.3368,-77.4353,0.171067,0.487
9082000,0,-1.93269,-75.4313,0.245265,0.403
9083000,1,-4.95595,-74.2747,0.485958,0.4347
9084000,0,-1.99409,-76.5676,0.165583,0.436
9085000,0,-2.47524,-76.4062,0.416399,0.439
9086000,0,-3.51066,-74.99,1.22013,0.416636
9087000,0,-2.36558,-74.7309,0.439146,0.371
9088000,0,-3.51277,-74.1969,0.807096,0.392
9089000,0,-2.7435,-76.3313,0.222076,0.38
9090000,1,-5.65403,-82.6258,0.227338,0.393
9091000,0,-1.98931,-75.6287,0.307346,0.418765
9092000,0,-3.15004,-76.2584,0.616725,0.4142
9093000,1,-6.27275,-75.0223,1.5133,0.414
9094000,0,-2.53389,-74.4385,0.446133,0.429
9095000,1,-7.40774,-78.1902,1.3339,0.43
9096000,0,-3.13242,-74.7262,0.487282,0.409167
9097000,0,-2.80787,-76.2303,0.881097,0.3935
9098000,0,-2.36803,-74.5965,0.370228,0.391
9099000,0,-2.51954,-76.1676,0.414567,0.371
9100000,0,-1.9639,-75.0215,0.131264,0.4102
9101000,0,-4.3289,-75.0209,1.39779,0.4008
9102000,1,-6.91096,-74.3929,0.443062,0.472
9103000,0,-2.83147,-74.5816,0.497272,0.409429
9104000,0,-2.23317,-74.4973,0.375049,0.362
9105000,0,-2.609,-76.2505,0.694958,0.46025
9106000,0,-2.3925,-76.5501,0.535703,0.4265
9107000,0,-1.87024,-75.3254,0.063191,0.4048
9108000,0,-3.16755,-75.5538,0.325111,0.410778
9109000,0,-2.38574,-76.4441,0.594964,0.387
9110000,0,-2.77737,-74.0328,0.297806,0.3975
9111000,1,-5.51806,-77.0801,0.311658,0.410667
9112000,0,-2.67643,-75.4415,0.85607,0.402333
9113000,1,-8.45351,-75.5336,0.917409,0.4034
9114000,0,-1.67569,-76.7234,0.0231851,0.5
9115000,0,-3.10132,-74.208,0.575476,0.42
9116000,0,-4.48826,-75.9712,1.05054,0.407
9117000,0,-3.81491,-77.7188,1.91823,0.405
9118000,1,-6.18645,-78.3978,0.998219,0.402
9119000,0,-3.23438,-75.8788,0.341654,0.386
9120000,0,-1.9136,-76.9963,0.0273261,0.414
9121000,0,-2.73575,-74.9714,0.185995,0.427455
9122000,0,-2.45257,-77.5621,0.350202,0.52
9123000,0,-2.72965,-75.2343,0.548788,0.42525
9124000,0,-2.67222,-75.4126,0.299273,0.4265
9125000,0,-2.15207,-74.7592,0.0517183,0.384
9126000,0,-2.4976,-76.8322,0.668491,0.437
9127000,1,-7.71633,-76.3254,0.454208,0.40675
9128000,0,-2.39822,-77.2261,0.128202,0.3915
9129000,0,-2.31027,-74.9074,0.303644,0.381
9130000,0,-2.47641,-75.144,0.673551,0.424
9131000,0,-2.60873,-77.4002,0.0311287,0.474
9132000,0,-2.6812,-75.9839,0.174337,0.419
9133000,0,-2.63121,-75.0535,0.617064,0.4305
9134000,0,-2.38645,-74.4735,0.0770484,0.426
9135000,0,-2.42675,-77.1119,0.158861,0.608
9136000,0,-3.18999,-80.522,0.187109,0.446286
9137000,0,-2.13203,-76.238,0.404914,0.42
9138000,0,-4.82491,-77.0297,1.19362,0.408333
9139000,0,-1.91861,-77.1712,0.0191061,0.391
9140000,0,-2.63354,-74.2945,0.329421,0.437
9141000,0,-3.92698,-77.7826,0.470563,0.435
9142000,0,-3.51494,-76.5538,1.71233,0.4524
9143000,0,-2.66376,-76.2154,0.39506,0.456
9144000,0,-2.71211,-77.4154,0.661155,0.4208
9145000,1,-7.23716,-76.4406,0.633547,0.438
9146000,0,-3.6155,-76.3078,1.22404,0.398
9147000,0,-2.72877,-76.265,0.316017,0.523
9148000,0,-1.85118,-75.5621,0.0416292,0.421143
9149000,0,-2.21953,-76.1661,0.429692,0.433676
9150000,0,-2.42851,-76.2131,0.0414807,0.419
9151000,1,-4.64206,-74.2282,0.949832,0.473
9152000,0,-2.07617,-78.6536,0.276203,0.458
9153000,0,-2.04754,-75.0095,0.147763,0.398
9154000,0,-2.83042,-75.5506,0.678133,0.416
9155000,0,-2.64037,-78.1435,0.4869,0.366
9156000,0,-3.05693,-74.67,1.1543,0.408
9157000,0,-2.0726,-78.4972,0.123359,0.429
9158000,1,-4.91692,-77.0467,0.835607,0.437
9159000,0,-1.91067,-74.7922,0.0464673,0.449
9160000,0,-3.33854,-77.0476,0.361119,0.394
9161000,2,-9.09451,-81.0198,1.27218,0.5
9162000,0,-2.41658,-75.4687,0.307708,0.465
9163000,0,-3.48916,-80.515,1.6241,0.422944
9164000,0,-3.41449,-74.2927,1.02048,0.413
9165000,0,-2.03473,-75.7291,0.102394,0.427706
9166000,0,-2.57589,-77.0003,0.308765,0.417737
9167000,0,-2.2148,-77.7008,0.267345,0.413
9168000,0,-3.72093,-75.8883,1.3491,0.4055
9169000,0,-2.79364,-76.6786,0.164883,0.433
9170000,0,-3.33237,-75.1813,0.939856,0.444667
9171000,0,-1.7032,-75.7362,0.0382986,0.4335
9172000,0,-3.72649,-76.0405,0.203754,0.42275
9173000,0,-2.27838,-74.3118,0.258389,0.392
9174000,0,-2.1259,-77.2467,0.410221,0.43775
9175000,0,-2.76534,-74.5199,0.0516713,0.443
9176000,0,-2.91639,-74.6868,0.519716,0.364
9177000,0,-2.99581,-74.6483,0.342833,0.406833
9178000,2,-10.8782,-80.0863,0.95713,0.456
9179000,0,-4.13989,-74.6058,1.77059,0.4224
9180000,1,-8.57321,-78.5661,0.650061,0.41025
9181000,0,-2.4997,-75.5702,0.776712,0.386
9182000,0,-2.43918,-74.8066,0.638611,0.412
9183000,0,-1.82621,-74.775,0.0363708,0.43
9184000,0,-2.4073,-74.1376,0.300904,0.434
9185000,0,-2.66524,-77.6137,0.817072,0.427348
9186000,0,-2.31995,-75.5159,0.581155,0.4535
9187000,0,-2.81102,-78.1823,0.549303,0.43
9188000,0,-2.67564,-77.504,0.622265,0.447833
9189000,0,-2.43349,-75.2672,0.485903,0.407
9190000,0,-3.9577,-74.8429,1.97293,0.4205
9191000,0,-2.73378,-74.416,0.220403,0.423
9192000,0,-3.27436,-77.3041,1.45035,0.4
9193000,0,-3.78298,-76.5046,0.666036,0.407667
9194000,0,-3.74967,-75.127,0.47476,0.424
9195000,0,-2.20586,-76.4926,0.0612484,0.43
9196000,0,-2.71806,-76.5279,0.221257,0.411571
9197000,0,-1.96222,-75.9805,0.232367,0.419
9198000,0,-2.61985,-77.8502,0.698724,0.418333
9199000,0,-2.67694,-76.3829,0.256609,0.406
9200000,0,-1.76309,-77.0538,0.0530469,0.414
9201000,0,-2.64329,-76.1169,0.477869,0.391
9202000,0,-2.8728,-75.4165,0.446562,0.417176
9203000,0,-2.85288,-74.5306,0.0729384,0.4095
9204000,0,-3.01945,-76.5928,0.600771,0.376
9205000,0,-2.44452,-77.7375,0.355906,0.432
9206000,1,-4.57877,-76.3664,0.0216451,0.444
9207000,0,-4.36803,-74.7882,1.3998,0.392
9208000,0,-2.1543,-74.702,0.0133478,0.414545
9209000,0,-3.32443,-74.2823,0.618137,0.4255
9210000,0,-2.57744,-74.266,0.70111,0.403
9211000,0,-4.05447,-79.5828,0.188722,0.42
9212000,0,-2.02666,-74.3872,0.129117,0.3958
9213000,1,-5.63884,-75.7149,1.30098,0.3715
9214000,0,-2.76109,-74.1172,0.160021,0.549
9215000,0,-2.50263,-75.2069,0.420299,0.463
9216000,0,-2.93086,-74.4841,0.455089,0.384
9217000,0,-2.95126,-75.3294,0.236074,0.392
9218000,0,-3.97948,-77.4826,1.18272,0.421737
9219000,0,-3.03939,-74.7475,0.30792,0.451143
9220000,0,-2.09327,-77.3781,0.379092,0.383
9221000,0,-3.16779,-76.1311,0.614288,0.439538
9222000,0,-3.22285,-74.7962,0.10614,0.418
9223000,0,-2.65492,-75.9167,0.783858,0.431667
9224000,0,-2.18685,-76.3839,0.10997,0.414833
9225000,0,-4.516,-75.1374,1.12963,0.373
9226000,0,-4.47108,-77.1074,0.949103,0.422667
9227000,0,-2.30833,-74.9003,0.455419,0.405
9228000,0,-2.27661,-75.4589,0.322797,0.402
9229000,0,-1.82125,-74.8195,0.0916102,0.441
9230000,0,-1.90957,-76.3392,0.233748,0.412889
9231000,0,-2.14866,-75.1352,0.436851,0.475
9232000,0,-2.5249,-75.7712,0.0294944,0.365
9233000,0,-2.47493,-74.9995,0.382581,0.399125
9234000,0,-3.40982,-75.1167,1.25803,0.4085
9235000,0,-2.76593,-74.5038,0.229853,0.3785
9236000,0,-2.31595,-75.6753,0.165765,0.372
9237000,0,-1.76897,-75.9574,0.00854023,0.42575
9238000,1,-7.34344,-75.5752,0.764493,0.400167
9239000,0,-2.296,-76.7449,0.149874,0.4076
9240000,1,-6.2583,-76.469,0.906512,0.419667
9241000,0,-2.96415,-74.5438,0.687453,0.395667
9242000,0,-2.00564,-78.6145,0.19363,0.378
9243000,0,-2.72449,-75.0267,0.838962,0.41325
9244000,0,-1.7019,-74.9516,0.00544157,0.394
9245000,0,-2.45768,-76.3702,0.41239,0.417
9246000,0,-1.73582,-75.5763,0.00279362,0.407833
9247000,0,-2.49075,-74.3764,0.209553,0.3924
9248000,1,-6.78346,-75.4444,1.12978,0.3755
9249000,0,-2.86323,-74.5615,0.944624,0.404
9250000,0,-2.43077,-78.1234,0.0195708,0.376
9251000,0,-2.69703,-74.4663,0.337429,0.397
9252000,0,-2.5466,-81.0695,0.479073,0.506
9253000,0,-2.63755,-75.774,0.67509,0.421118
9254000,0,-2.05991,-74.5956,0.118587,0.4705
9255000,0,-2.75527,-75.101,0.0446049,0.374
9256000,0,-2.0727,-76.4792,0.232083,0.377
9257000,0,-2.57905,-76.0033,0.382252,0.434
9258000,0,-1.84977,-78.6195,0.174628,0.405
9259000,0,-2.02338,-74.6576,0.149192,0.4155
9260000,0,-2.59313,-78.3583,0.379,0.391667
9261000,0,-2.36793,-74.9109,0.210077,0.43
9262000,0,-2.2113,-76.2486,0.492757,0.472
9263000,0,-3.16024,-76.0055,0.494555,0.42125
9264000,0,-3.26959,-77.5942,0.103739,0.468
9265000,0,-3.07192,-75.8642,0.0726023,0.406429
9266000,0,-2.72805,-74.1581,0.42463,0.421571
9267000,0,-3.53918,-76.7967,0.120518,0.4218
9268000,0,-2.95543,-76.0365,0.089429,0.417
9269000,0,-3.68302,-75.1286,0.468141,0.437
9270000,1,-6.46361,-74.9062,0.925166,0.416
9271000,0,-2.41331,-76.052,0.213899,0.4166
9272000,0,-3.09624,-75.1402,0.388354,0.3905
9273000,0,-2.65849,-74.3451,0.718337,0.414375
9274000,0,-2.83796,-74.9972,0.9576,0.393
